6,H,2,192,0,6,180,9
6,H,3,485,9,9,441,50
6,H,4,412,12,5,370,44
6,H,5,302,7,8,269,36
6,H,6,273,13,18,235,22
6,H,7,376,66,13,281,42
6,H,8,360,72,7,282,39
6,H,9,182,49,0,129,18
6,H,10,42,9,0,33,2
6,H,11,29,15,0,16,3
6,H,12,7,1,1,5,0
6,M,2,648,8,20,600,28
6,M,3,1241,28,36,1077,151
6,M,4,976,40,36,835,102
6,M,5,749,34,16,630,106
6,M,6,667,59,20,541,92
6,M,7,875,135,18,684,95
6,M,8,475,92,17,332,62
6,M,9,165,23,3,124,24
6,M,10,65,10,5,39,19
6,M,11,24,8,1,12,3
6,M,12,9,1,1,6,3
7,H,1,44,0,20,24,0
7,H,2,410,1,128,271,14
7,H,3,839,0,109,687,52
7,H,4,1232,26,177,940,110
7,H,5,1348,45,187,1037,97
7,H,6,1079,42,196,761,92
7,H,7,1125,79,169,768,128
7,H,8,1315,226,152,809,145
7,H,9,371,101,31,203,39
7,H,10,88,19,5,47,17
7,H,11,42,6,5,25,6
7,H,12,13,1,2,9,1
7,M,1,91,0,34,53,5
7,M,2,1014,2,277,663,81
7,M,3,1705,20,228,1331,148
7,M,4,1792,27,187,1407,190
7,M,5,1431,45,154,1083,159
7,M,6,1046,46,129,757,126
7,M,7,1378,133,193,929,157
7,M,8,828,133,64,554,90
7,M,9,225,41,10,148,31
7,M,10,68,21,7,32,13
7,M,11,25,5,1,16,3
7,M,12,21,2,5,14,0
8,H,1,10,0,1,9,0
8,H,2,437,1,41,392,14
8,H,3,1540,23,111,1358,90
8,H,4,1804,62,139,1546,128
8,H,5,1745,98,105,1454,145
8,H,6,1532,121,69,1270,128
8,H,7,1698,242,67,1351,160
8,H,8,1853,312,63,1461,198
8,H,9,696,108,19,544,79
8,H,10,183,32,2,142,18
8,H,11,80,14,5,57,12
8,H,12,14,5,1,7,1
8,M,1,52,1,22,26,7
8,M,2,1766,10,188,1483,111
8,M,3,4636,44,319,4030,342
8,M,4,4265,74,242,3712,321
8,M,5,4122,170,252,3458,321
8,M,6,3478,222,141,2919,251
8,M,7,4172,659,133,3184,374
8,M,8,2388,319,76,1842,295
8,M,9,680,100,26,510,88
8,M,10,260,44,16,177,29
8,M,11,138,28,8,97,12
8,M,12,18,3,1,13,1
9,H,1,17,0,0,14,3
9,H,2,564,1,0,542,31
9,H,3,2369,34,3,2203,213
9,H,4,3220,72,5,2943,349
9,H,5,3282,112,9,2959,358
9,H,6,3390,123,9,3015,400
9,H,7,4039,369,12,3335,637
9,H,8,4150,450,12,3305,739
9,H,9,2393,280,7,1853,389
9,H,10,992,152,0,749,137
9,H,11,597,113,3,419,84
9,H,12,70,4,0,60,9
9,M,1,90,1,0,77,13
9,M,2,2569,27,4,2361,236
9,M,3,9801,157,25,8761,1143
9,M,4,11302,333,24,9993,1333
9,M,5,10370,582,34,8740,1366
9,M,6,10027,820,33,8036,1545
9,M,7,14030,1505,47,10796,2503
9,M,8,10649,1098,41,8189,1919
9,M,9,4841,559,20,3731,745
9,M,10,1917,285,8,1445,241
9,M,11,1112,246,7,768,125
9,M,12,124,17,0,101,8
10,H,1,9,0,2,4,3
10,H,2,495,3,109,372,19
10,H,3,1188,8,179,948,80
10,H,4,1485,31,200,1179,122
10,H,5,1464,53,178,1127,174
10,H,6,1359,87,154,1021,162
10,H,7,1716,200,142,1204,292
10,H,8,1919,284,124,1350,294
10,H,9,663,113,41,449,109
10,H,10,184,32,7,125,38
10,H,11,66,10,3,44,17
10,H,12,16,0,1,12,4
10,M,1,42,0,14,25,7
10,M,2,944,3,161,726,69
10,M,3,2177,23,208,1776,228
10,M,4,2204,45,186,1748,291
10,M,5,2184,65,138,1797,240
10,M,6,1692,99,95,1350,200
10,M,7,2623,283,124,1893,412
10,M,8,1893,235,59,1429,256
10,M,9,533,76,10,372,99
10,M,10,172,24,4,127,33
10,M,11,78,25,0,47,9
10,M,12,21,2,0,16,3
11,H,1,24,0,9,15,0
11,H,2,635,2,56,563,21
11,H,3,1634,10,108,1479,96
11,H,4,2187,20,164,1962,126
11,H,5,1947,56,203,1667,138
11,H,6,1942,112,217,1624,118
11,H,7,2720,288,289,2202,248
11,H,8,3952,521,357,3139,334
11,H,9,1454,205,91,1153,123
11,H,10,414,89,25,312,28
11,H,11,179,51,7,118,11
11,H,12,9,4,1,4,1
11,M,1,213,0,55,82,79
11,M,2,2751,8,349,1972,466
11,M,3,5953,72,606,4746,636
11,M,4,7507,184,716,6178,561
11,M,5,5998,208,488,4934,531
11,M,6,5023,334,362,4043,473
11,M,7,6364,690,400,5104,524
11,M,8,4879,586,245,3900,458
11,M,9,1596,254,66,1247,140
11,M,10,494,109,15,337,55
11,M,11,287,120,5,158,17
11,M,12,36,4,2,27,4
11,N,12,1,0,0,1,0
12,H,1,5,0,0,5,1
12,H,2,518,6,85,413,35
12,H,3,2219,28,221,1885,148
12,H,4,3113,74,267,2664,212
12,H,5,3387,179,313,2698,288
12,H,6,2516,193,231,1925,272
12,H,7,2750,370,204,1957,343
12,H,8,3085,528,211,2147,371
12,H,9,1279,266,82,858,154
12,H,10,394,94,13,267,56
12,H,11,165,41,3,110,23
12,H,12,25,1,0,23,1
12,M,1,11,0,1,8,2
12,M,2,999,5,166,757,97
12,M,3,4385,80,459,3549,386
12,M,4,5790,122,458,4829,498
12,M,5,5741,190,379,4727,597
12,M,6,4102,230,274,3188,517
12,M,7,5030,524,279,3791,568
12,M,8,3772,368,162,2925,442
12,M,9,1058,133,37,791,137
12,M,10,308,48,8,218,54
12,M,11,150,51,4,82,22
12,M,12,27,3,2,20,2
12,N,12,1,0,0,1,0
13,H,1,9,0,0,7,2
13,H,2,300,2,21,265,23
13,H,3,1118,10,149,912,68
13,H,4,1721,36,200,1409,102
13,H,5,1937,80,232,1542,124
13,H,6,1829,149,183,1396,150
13,H,7,2155,282,184,1516,243
13,H,8,2232,368,193,1466,296
13,H,9,767,148,63,472,109
13,H,10,209,56,6,113,51
13,H,11,106,33,3,42,35
13,H,12,9,0,0,8,1
13,M,1,23,0,0,19,4
13,M,2,1175,13,121,971,96
13,M,3,3476,51,303,2954,220
13,M,4,4013,82,338,3463,161
13,M,5,3912,108,327,3317,196
13,M,6,3054,147,245,2492,222
13,M,7,3871,406,264,2976,318
13,M,8,2498,321,134,1869,242
13,M,9,787,131,42,528,114
13,M,10,228,46,5,150,33
13,M,11,147,50,3,76,26
13,M,12,16,1,1,10,5
13,N,12,1,0,0,1,1
14,H,1,27,0,0,24,6
14,H,2,661,3,74,572,28
14,H,3,2443,16,165,2239,114
14,H,4,2999,28,167,2787,199
14,H,5,3110,65,187,2836,242
14,H,6,2835,97,187,2545,230
14,H,7,3374,332,281,2845,337
14,H,8,3771,489,310,3104,330
14,H,9,1909,297,80,1570,176
14,H,10,789,182,30,583,67
14,H,11,440,141,7,303,40
14,H,12,34,4,1,29,2
14,M,1,123,1,18,54,54
14,M,2,2712,20,196,2099,500
14,M,3,7074,149,330,6122,716
14,M,4,8389,289,350,7284,800
14,M,5,7991,369,427,6809,799
14,M,6,6485,379,355,5423,724
14,M,7,8424,991,442,6945,739
14,M,8,5725,761,228,4698,537
14,M,9,2594,381,69,2046,299
14,M,10,1212,215,34,926,151
14,M,11,812,230,20,536,100
14,M,12,74,10,7,58,3
14,N,12,2,1,0,1,0
15,H,1,26,0,0,23,6
15,H,2,1318,7,23,1218,123
15,H,3,4755,44,128,4373,459
15,H,4,5764,191,171,5158,565
15,H,5,6630,420,289,5608,766
15,H,6,5842,550,205,4873,641
15,H,7,6855,984,216,5467,781
15,H,8,6827,1253,186,5246,789
15,H,9,3397,743,53,2510,381
15,H,10,1198,279,14,851,154
15,H,11,583,179,9,363,71
15,H,12,67,11,0,56,13
15,M,1,95,5,0,83,15
15,M,2,5440,56,119,5066,342
15,M,3,16403,341,562,14958,951
15,M,4,17014,588,679,15070,1156
15,M,5,18283,837,870,15849,1258
15,M,6,14912,1058,626,12554,1263
15,M,7,17387,1763,669,14350,1421
15,M,8,12798,1626,350,10301,1128
15,M,9,4768,687,107,3718,478
15,M,10,1498,241,23,1142,170
15,M,11,796,231,10,499,104
15,M,12,182,19,5,150,20
15,N,6,1,0,0,1,0
15,N,12,6,0,0,6,2
16,H,1,5,0,0,5,0
16,H,2,296,0,13,276,13
16,H,3,984,20,56,877,62
16,H,4,1148,19,72,1019,74
16,H,5,1043,34,88,897,61
16,H,6,723,30,51,596,74
16,H,7,1025,98,90,788,113
16,H,8,1186,167,113,860,138
16,H,9,728,128,49,500,100
16,H,10,312,60,16,216,45
16,H,11,207,55,7,119,48
16,H,12,69,3,2,60,7
16,M,1,23,0,0,18,6
16,M,2,954,20,40,856,56
16,M,3,2521,82,120,2240,128
16,M,4,2418,107,101,2117,139
16,M,5,2136,137,116,1800,126
16,M,6,1650,129,94,1330,138
16,M,7,2103,240,101,1644,210
16,M,8,2157,292,86,1647,227
16,M,9,973,121,24,758,117
16,M,10,477,78,12,356,53
16,M,11,352,99,4,229,34
16,M,12,99,18,4,76,5
16,N,8,2,1,0,2,0
16,N,10,2,1,0,2,0
16,N,11,1,0,0,1,0
17,H,1,6,0,0,6,0
17,H,2,178,0,0,176,5
17,H,3,684,2,9,659,30
17,H,4,854,12,11,813,49
17,H,5,664,18,12,621,38
17,H,6,570,27,13,490,68
17,H,7,753,97,30,604,97
17,H,8,947,167,29,732,116
17,H,9,476,100,12,335,70
17,H,10,182,61,7,110,24
17,H,11,70,24,3,42,8
17,H,12,130,3,3,120,9
17,M,1,25,0,0,25,0
17,M,2,793,4,26,740,32
17,M,3,2382,43,65,2208,128
17,M,4,2457,67,97,2222,140
17,M,5,1972,89,78,1743,136
17,M,6,1721,144,76,1436,150
17,M,7,2258,304,81,1815,180
17,M,8,1988,280,60,1602,152
17,M,9,657,119,21,505,48
17,M,10,221,47,9,154,21
17,M,11,122,43,7,73,9
17,M,12,303,24,16,227,48
18,H,1,4,0,0,3,1
18,H,2,215,0,29,180,10
18,H,3,800,2,98,671,49
18,H,4,935,7,79,821,62
18,H,5,825,10,67,704,73
18,H,6,640,31,52,530,63
18,H,7,822,106,75,610,89
18,H,8,930,138,83,677,80
18,H,9,429,70,45,294,50
18,H,10,136,28,11,84,24
18,H,11,62,17,2,29,17
18,H,12,15,0,0,13,3
18,M,1,8,0,1,6,1
18,M,2,569,3,50,494,39
18,M,3,1656,21,188,1340,146
18,M,4,1930,41,196,1583,155
18,M,5,1397,35,109,1163,139
18,M,6,1112,69,87,882,132
18,M,7,1437,158,93,1108,152
18,M,8,1019,137,59,769,101
18,M,9,355,43,16,270,48
18,M,10,122,19,2,95,14
18,M,11,60,13,3,39,8
18,M,12,24,2,3,18,1
18,N,12,1,0,0,0,1
19,H,1,14,0,2,9,3
19,H,2,976,4,13,937,48
19,H,3,1879,13,47,1754,135
19,H,4,1960,18,56,1823,158
19,H,5,1696,18,80,1542,135
19,H,6,1357,32,56,1213,113
19,H,7,1605,108,52,1411,175
19,H,8,2738,359,67,2367,285
19,H,9,1688,286,26,1385,211
19,H,10,591,159,9,454,57
19,H,11,264,85,4,179,30
19,H,12,37,2,0,33,3
19,M,1,85,1,4,69,17
19,M,2,4019,29,65,3717,287
19,M,3,6929,135,174,6274,554
19,M,4,5922,147,164,5243,518
19,M,5,4191,149,123,3618,439
19,M,6,3307,160,100,2831,327
19,M,7,5761,821,192,4557,519
19,M,8,5588,957,124,4402,488
19,M,9,2333,556,44,1638,282
19,M,10,803,228,10,524,111
19,M,11,281,95,9,160,31
19,M,12,69,3,3,59,6
19,N,12,3,0,0,3,0
20,H,1,39,4,4,23,11
20,H,2,165,0,8,136,22
20,H,3,356,6,29,302,29
20,H,4,346,12,28,289,24
20,H,5,257,12,38,192,19
20,H,6,216,19,27,159,16
20,H,7,181,30,22,120,13
20,H,8,140,27,17,92,7
20,H,9,55,8,5,39,4
20,H,10,27,9,1,15,3
20,H,11,15,5,0,9,2
20,H,12,10,1,1,8,0
20,M,1,147,2,3,55,106
20,M,2,599,6,28,380,210
20,M,3,1107,21,40,858,222
20,M,4,849,25,43,626,176
20,M,5,616,38,42,423,132
20,M,6,410,37,35,257,98
20,M,7,380,36,45,246,64
20,M,8,232,39,14,154,36
20,M,9,87,18,2,57,12
20,M,10,47,13,2,27,7
20,M,11,39,16,4,21,2
20,M,12,15,0,1,14,0
21,H,1,8,0,2,5,1
21,H,2,592,1,36,546,22
21,H,3,1948,15,131,1724,138
21,H,4,2349,31,229,2000,163
21,H,5,2669,84,272,2195,215
21,H,6,2402,124,272,1856,207
21,H,7,3025,320,412,2173,255
21,H,8,3751,526,390,2679,296
21,H,9,1704,316,151,1164,170
21,H,10,603,148,39,406,57
21,H,11,408,113,20,261,44
21,H,12,27,4,1,22,1
21,M,1,40,1,6,29,8
21,M,2,2350,13,219,2043,115
21,M,3,6796,66,753,5707,372
21,M,4,7451,107,663,6355,461
21,M,5,7188,219,614,5979,499
21,M,6,5530,271,523,4423,409
21,M,7,7646,528,697,6118,440
21,M,8,6652,588,398,5450,369
21,M,9,2506,285,119,1984,196
21,M,10,983,158,40,736,91
21,M,11,572,134,28,370,62
21,M,12,50,7,2,38,4
21,N,11,1,1,0,0,0
22,H,1,1,0,0,1,0
22,H,2,187,0,11,174,6
22,H,3,491,4,34,451,12
22,H,4,573,7,26,528,27
22,H,5,593,16,40,535,25
22,H,6,596,61,41,508,41
22,H,7,824,120,53,695,66
22,H,8,816,172,50,643,55
22,H,9,290,64,18,223,21
22,H,10,79,22,0,57,8
22,H,11,57,17,2,34,7
22,H,12,37,3,0,34,2
22,M,1,15,0,0,9,7
22,M,2,935,4,44,853,45
22,M,3,2311,21,119,2105,100
22,M,4,2213,52,118,1971,109
22,M,5,1893,79,70,1683,118
22,M,6,1594,136,73,1353,91
22,M,7,2174,240,107,1825,148
22,M,8,1402,176,66,1150,110
22,M,9,498,71,25,394,39
22,M,10,174,31,6,131,17
22,M,11,100,31,6,61,11
22,M,12,151,13,4,125,18
22,N,6,1,0,0,1,0
22,N,7,1,1,0,1,0
22,N,12,1,0,0,1,0
23,H,1,3,0,0,2,1
23,H,2,131,1,1,129,4
23,H,3,437,5,15,409,21
23,H,4,843,12,33,787,31
23,H,5,1011,22,56,912,51
23,H,6,714,48,43,617,64
23,H,7,762,127,52,604,76
23,H,8,629,136,27,474,88
23,H,9,206,49,6,130,35
23,H,10,57,10,0,41,11
23,H,11,27,7,0,16,5
23,H,12,19,0,0,18,1
23,M,1,8,1,1,4,3
23,M,2,484,1,7,462,21
23,M,3,1248,15,34,1151,69
23,M,4,1573,29,64,1419,89
23,M,5,1602,60,79,1396,107
23,M,6,1089,83,45,892,117
23,M,7,1232,229,50,889,131
23,M,8,673,123,24,480,95
23,M,9,236,50,7,166,38
23,M,10,66,10,1,49,11
23,M,11,33,10,1,20,3
23,M,12,17,2,1,13,2
24,H,1,11,0,2,8,1
24,H,2,454,0,44,389,31
24,H,3,1198,2,142,998,85
24,H,4,1541,10,189,1274,101
24,H,5,1831,28,285,1475,93
24,H,6,1446,49,223,1122,87
24,H,7,1788,157,241,1315,148
24,H,8,2623,320,401,1836,194
24,H,9,981,135,130,679,82
24,H,10,286,63,29,189,23
24,H,11,104,33,8,60,11
24,H,12,13,1,1,10,3
24,M,1,16,0,2,12,4
24,M,2,1277,6,174,1037,90
24,M,3,3382,24,416,2726,300
24,M,4,3855,40,442,3150,300
24,M,5,3173,74,389,2549,213
24,M,6,2430,101,306,1897,191
24,M,7,3900,353,422,2946,261
24,M,8,3250,337,307,2515,184
24,M,9,1005,136,67,769,82
24,M,10,262,45,19,188,21
24,M,11,114,36,8,71,10
24,M,12,14,0,0,13,2
25,H,1,9,0,0,8,2
25,H,2,401,1,35,338,43
25,H,3,1383,10,111,1198,115
25,H,4,1483,28,100,1273,169
25,H,5,1390,42,72,1175,202
25,H,6,1207,55,82,1014,137
25,H,7,1563,183,95,1219,242
25,H,8,2078,351,125,1557,297
25,H,9,859,145,41,652,115
25,H,10,286,64,6,217,24
25,H,11,116,35,2,78,15
25,H,12,22,4,0,18,2
25,M,1,55,1,16,35,6
25,M,2,1445,8,174,1161,168
25,M,3,3752,41,321,3084,429
25,M,4,3902,89,273,3154,509
25,M,5,3270,93,180,2676,473
25,M,6,2781,133,112,2223,457
25,M,7,3670,359,155,2824,530
25,M,8,2971,338,109,2329,354
25,M,9,955,130,18,729,140
25,M,10,288,57,11,201,44
25,M,11,120,32,4,83,13
25,M,12,14,1,1,12,0
25,N,2,1,0,0,1,0
25,N,3,8,0,1,6,1
25,N,4,12,0,2,9,1
25,N,5,6,0,0,5,1
25,N,6,13,1,0,10,2
25,N,7,27,2,1,19,5
25,N,8,27,4,0,19,4
25,N,9,13,2,1,9,1
25,N,10,5,0,0,3,2
25,N,11,2,1,0,1,0
25,N,12,1,0,0,1,0
26,H,1,7,0,0,6,1
26,H,2,607,3,33,548,39
26,H,3,1373,13,94,1237,57
26,H,4,1330,30,77,1217,56
26,H,5,1396,55,67,1250,90
26,H,6,1169,73,68,1025,75
26,H,7,1498,228,67,1234,179
26,H,8,1482,273,85,1161,171
26,H,9,546,91,29,418,61
26,H,10,170,54,6,103,26
26,H,11,91,37,1,50,11
26,H,12,13,4,0,10,1
26,M,1,13,0,0,10,3
26,M,2,1757,15,79,1544,151
26,M,3,3665,72,173,3210,284
26,M,4,3325,109,131,2926,252
26,M,5,2936,160,102,2483,298
26,M,6,2251,188,121,1832,179
26,M,7,2920,559,127,2143,265
26,M,8,1750,297,61,1332,193
26,M,9,624,103,20,475,71
26,M,10,197,46,4,128,28
26,M,11,108,44,1,60,9
26,M,12,18,1,0,17,0
26,N,6,1,0,0,1,0
26,N,8,1,0,0,1,0
26,N,12,1,0,0,1,0
27,H,1,1,0,0,1,0
27,H,2,166,0,14,150,6
27,H,3,643,5,51,548,61
27,H,4,842,11,94,699,56
27,H,5,1364,52,143,1116,110
27,H,6,1798,115,200,1399,155
27,H,7,1819,160,186,1410,135
27,H,8,1457,200,114,1123,86
27,H,9,492,88,35,361,39
27,H,10,179,42,15,118,17
27,H,11,97,28,5,61,10
27,H,12,22,1,2,19,3
27,M,1,9,0,0,6,5
27,M,2,649,2,59,537,71
27,M,3,2310,22,231,1861,261
27,M,4,2497,42,221,2023,283
27,M,5,3093,74,350,2447,319
27,M,6,3198,159,340,2512,310
27,M,7,2726,239,219,2123,230
27,M,8,1548,184,89,1210,113
27,M,9,476,65,26,342,58
27,M,10,213,37,8,139,43
27,M,11,71,18,1,47,10
27,M,12,11,0,1,10,1
28,H,1,6,0,0,6,0
28,H,2,688,1,57,598,56
28,H,3,1702,5,84,1534,176
28,H,4,1731,22,65,1568,184
28,H,5,1672,47,86,1453,191
28,H,6,1404,71,86,1206,171
28,H,7,1658,178,101,1291,275
28,H,8,1714,317,135,1183,320
28,H,9,627,132,28,414,129
28,H,10,209,42,9,138,39
28,H,11,133,42,4,62,36
28,H,12,22,3,0,19,2
28,M,1,63,1,2,36,30
28,M,2,2262,7,93,2037,206
28,M,3,5036,40,229,4451,515
28,M,4,4284,80,144,3783,470
28,M,5,3494,125,140,2958,445
28,M,6,2839,157,120,2332,411
28,M,7,4237,487,195,3282,602
28,M,8,2794,404,106,2116,416
28,M,9,988,217,43,647,176
28,M,10,338,91,12,197,68
28,M,11,169,52,10,96,29
28,M,12,29,6,0,21,6
28,N,2,1,0,0,1,0
28,N,7,1,0,0,1,0
28,N,8,1,0,0,1,0
28,N,12,3,0,0,3,0
29,H,1,4,0,0,4,0
29,H,2,334,0,6,320,14
29,H,3,897,11,10,858,49
29,H,4,1027,12,19,950,85
29,H,5,853,19,18,774,66
29,H,6,641,34,15,550,67
29,H,7,782,118,21,570,119
29,H,8,741,177,18,498,77
29,H,9,222,55,5,146,28
29,H,10,70,23,1,44,4
29,H,11,36,12,0,20,5
29,H,12,16,0,0,16,0
29,M,1,12,0,0,12,1
29,M,2,739,19,8,699,37
29,M,3,2023,49,58,1825,135
29,M,4,2101,42,64,1872,161
29,M,5,1947,72,60,1687,177
29,M,6,1568,112,66,1255,166
29,M,7,1733,264,68,1266,188
29,M,8,980,165,36,722,83
29,M,9,246,49,3,176,27
29,M,10,76,16,3,50,11
29,M,11,37,10,0,22,8
29,M,12,10,1,0,9,1
29,N,12,1,0,0,1,0
30,H,1,16,0,3,12,2
30,H,2,1071,6,189,856,39
30,H,3,3802,44,574,3093,192
30,H,4,4427,97,514,3669,271
30,H,5,4454,150,560,3602,293
30,H,6,4161,243,521,3261,297
30,H,7,5225,656,674,3912,417
30,H,8,4689,808,543,3430,389
30,H,9,1668,306,134,1208,157
30,H,10,623,161,36,434,59
30,H,11,265,95,7,158,28
30,H,12,42,5,6,29,5
30,M,1,42,0,6,22,14
30,M,2,2836,29,438,2205,205
30,M,3,9267,179,1252,7311,691
30,M,4,10516,296,1182,8429,862
30,M,5,9794,373,981,7881,829
30,M,6,8692,492,854,6857,741
30,M,7,11520,1306,1167,8714,935
30,M,8,7015,973,476,5459,561
30,M,9,2127,338,87,1626,244
30,M,10,740,146,27,532,96
30,M,11,359,102,12,227,48
30,M,12,95,6,9,76,6
30,N,12,4,0,0,4,0
31,H,1,7,1,0,6,0
31,H,2,361,5,12,340,12
31,H,3,892,12,29,836,39
31,H,4,1115,44,42,1002,67
31,H,5,1526,60,61,1372,85
31,H,6,936,68,38,821,50
31,H,7,922,137,65,733,40
31,H,8,992,154,69,774,50
31,H,9,472,90,22,352,29
31,H,10,233,72,10,160,13
31,H,11,144,61,4,81,12
31,H,12,33,2,1,28,2
31,M,1,18,0,0,13,5
31,M,2,1319,16,27,1235,55
31,M,3,2763,51,81,2515,162
31,M,4,3090,123,88,2731,215
31,M,5,3084,170,122,2656,189
31,M,6,1998,167,80,1649,143
31,M,7,2427,319,75,1964,143
31,M,8,1682,225,52,1369,77
31,M,9,616,115,19,444,58
31,M,10,220,36,5,168,19
31,M,11,136,35,1,91,14
31,M,12,75,7,3,66,3
31,N,4,1,0,0,1,0
32,H,1,6,0,4,1,1
32,H,2,353,1,87,252,17
32,H,3,1057,8,132,870,64
32,H,4,1142,16,167,919,61
32,H,5,1238,21,186,986,73
32,H,6,1222,48,207,932,62
32,H,7,1692,183,289,1189,65
32,H,8,1388,181,229,963,88
32,H,9,384,49,53,269,35
32,H,10,125,29,8,87,8
32,H,11,55,21,3,28,6
32,H,12,7,0,0,7,2
32,M,1,42,0,27,10,6
32,M,2,759,2,173,547,56
32,M,3,1691,18,204,1384,141
32,M,4,1805,30,202,1482,148
32,M,5,1830,42,230,1468,139
32,M,6,1496,72,172,1197,87
32,M,7,2038,208,211,1567,93
32,M,8,962,119,84,736,52
32,M,9,304,43,18,231,24
32,M,10,84,13,5,57,13
32,M,11,67,13,7,46,1
32,M,12,16,2,2,11,1
32,N,12,2,0,0,2,0
