6,4,2,9,0
7,1,1,6270,872
7,2,1,8045,1355
7,2,2,258,6
7,2,3,13,0
7,2,4,4,0
7,2,6,36,0
7,3,1,2746,846
7,3,2,332,80
7,3,3,8,0
7,3,4,7,0
7,3,6,25,0
7,4,1,129,0
7,4,2,8,0
8,1,1,5736,1219
8,1,2,341,10
8,1,4,3,6
8,1,5,3,0
8,1,6,25,0
8,2,1,12174,2129
8,2,2,3340,15
8,2,3,4,0
8,2,4,981,7
8,2,5,49,0
8,2,6,967,29
8,2,7,0,11
8,3,1,6364,1242
8,3,2,2384,16
8,3,3,65,0
8,3,4,0,13
8,3,6,65,51
8,4,1,255,4
8,4,2,87,0
9,1,1,2456,10404
9,1,2,1802,70
9,1,4,1779,112
9,1,5,2638,53
9,1,6,16,3
9,1,7,701,0
9,2,1,12009,13717
9,2,2,8543,95
9,2,3,185,3
9,2,4,3781,0
9,2,5,5328,28
9,2,6,13,0
9,2,7,1770,0
9,3,1,11632,7361
9,3,2,8850,108
9,3,3,642,10
9,3,4,1212,70
9,3,5,3013,12
9,3,6,0,10
9,3,7,442,11
9,4,1,171,40
9,4,2,82,0
9,4,4,932,12
9,4,5,13,0
10,1,1,3755,646
10,1,2,51,0
10,1,3,1,0
10,1,4,0,9
10,1,6,14,4
10,2,1,8167,764
10,2,2,1706,0
10,2,3,2,0
10,2,4,1051,0
10,2,5,158,0
10,2,6,203,0
10,2,7,1,0
10,3,1,4927,573
10,3,2,1468,0
10,3,3,14,0
10,3,4,4,0
10,3,6,143,0
10,4,1,233,0
10,4,2,7,0
10,4,6,6,0
11,1,1,9568,3183
11,1,2,868,72
11,1,4,121,2
11,2,1,20329,4429
11,2,2,5992,30
11,2,3,69,0
11,2,4,23,0
11,2,5,66,0
11,2,6,44,0
11,3,1,10298,2977
11,3,2,4829,84
11,3,3,5,0
11,3,4,10,0
11,3,6,0,15
11,4,1,354,0
11,4,2,83,0
12,1,1,9693,758
12,1,2,125,0
12,1,4,44,0
12,1,5,10,0
12,1,6,0,2
12,1,7,35,6
12,2,1,20062,1163
12,2,2,2943,0
12,2,3,4,2
12,2,4,151,0
12,2,5,104,0
12,2,6,42,0
12,2,7,0,2
12,3,1,10072,749
12,3,2,1760,21
12,3,3,52,15
12,3,6,13,0
12,4,1,187,0
12,4,2,6,0
12,4,4,14,0
12,4,5,30,0
12,4,6,9,0
12,4,7,50,0
13,1,1,5156,1391
13,1,2,77,0
13,1,3,8,0
13,1,4,392,134
13,1,7,14,0
13,2,1,13209,2503
13,2,2,1337,0
13,2,3,14,0
13,2,4,1061,6
13,2,5,13,0
13,2,6,2,0
13,3,1,6749,1344
13,3,2,1513,5
13,3,3,26,0
13,3,4,97,10
13,4,1,181,0
13,4,2,16,0
13,4,5,6,0
14,1,1,10163,4604
14,1,2,2876,65
14,1,3,1,0
14,1,4,89,0
14,1,5,4,0
14,1,6,188,56
14,2,1,20361,6116
14,2,2,10935,58
14,2,3,166,0
14,2,4,391,0
14,2,5,55,0
14,2,6,40,36
14,2,7,9,0
14,3,1,13980,3522
14,3,2,10243,151
14,3,3,62,9
14,3,5,0,8
14,3,6,20,89
14,4,1,651,107
14,4,2,483,0
15,1,1,16833,9906
15,1,2,1831,65
15,1,4,392,2
15,1,5,9,0
15,1,6,31,7
15,1,7,40,0
15,2,1,46302,11368
15,2,2,15612,74
15,2,3,8,0
15,2,4,2216,0
15,2,5,32,0
15,2,6,13,15
15,3,1,30121,6172
15,3,2,11138,116
15,3,3,43,0
15,3,4,512,0
15,3,5,16,0
15,3,6,426,13
15,4,1,747,0
15,4,2,172,0
15,4,4,31,0
15,4,6,152,0
16,1,1,3390,1681
16,1,2,274,28
16,1,4,245,0
16,1,6,63,0
16,1,7,20,0
16,2,1,5915,3424
16,2,2,1776,86
16,2,3,147,0
16,2,4,40,0
16,2,6,41,0
16,2,7,4,0
16,3,1,3359,1994
16,3,2,623,82
16,3,3,113,0
16,3,6,46,32
16,3,7,78,0
16,4,1,115,0
16,4,2,26,0
16,4,6,70,0
17,1,1,1896,1603
17,1,2,271,0
17,1,4,350,4
17,1,6,0,86
17,2,1,3690,2432
17,2,2,2013,0
17,2,3,16,0
17,2,4,2048,0
17,2,5,16,0
17,2,6,19,0
17,3,1,3332,1719
17,3,2,1790,0
17,3,3,18,0
17,3,4,71,0
17,3,6,61,0
17,4,1,152,17
18,1,1,2814,454
18,1,2,170,0
18,1,4,120,0
18,1,5,65,0
18,1,7,5,0
18,2,1,3965,638
18,2,2,1121,0
18,2,3,11,0
18,2,4,868,0
18,2,5,264,0
18,2,6,1,0
18,2,7,14,0
18,3,1,4118,423
18,3,2,1028,0
18,3,3,19,0
18,4,1,140,0
18,4,2,13,0
19,1,1,5904,3518
19,1,2,2136,45
19,1,4,188,0
19,1,5,41,3
19,1,6,59,13
19,1,7,21,0
19,2,1,12601,4620
19,2,2,6988,23
19,2,4,1517,22
19,2,5,857,46
19,2,6,101,22
19,2,7,10,0
19,3,1,7750,2444
19,3,2,5153,24
19,3,3,509,0
19,3,4,137,0
19,3,5,16,27
19,3,6,77,18
19,3,7,17,0
19,4,1,331,43
19,4,2,261,0
19,4,4,17,0
19,4,6,76,11
20,1,1,1465,819
20,1,6,8,4
20,2,1,1918,1306
20,2,2,42,5
20,2,4,29,0
20,2,6,39,0
20,3,1,879,820
20,3,2,0,26
20,4,1,16,0
21,1,1,10558,3813
21,1,2,228,14
21,1,4,22,0
21,1,6,3,0
21,2,1,23415,4697
21,2,2,3171,9
21,2,3,82,0
21,2,6,31,6
21,3,1,14032,2914
21,3,2,941,71
21,3,3,141,0
21,3,4,3,0
21,3,5,3,0
21,3,6,64,22
21,3,7,339,0
21,4,1,357,23
21,4,2,57,0
21,4,6,11,0
22,1,1,2837,1731
22,1,2,342,0
22,1,6,0,13
22,2,1,5292,2465
22,2,2,1928,15
22,3,1,3283,1456
22,3,2,1228,42
22,4,1,175,11
22,4,2,73,0
22,4,6,13,0
23,1,1,1803,867
23,1,2,146,0
23,1,6,4,0
23,2,1,2805,1532
23,2,2,1477,0
23,2,4,497,0
23,2,6,28,0
23,3,1,2433,765
23,3,2,1494,31
23,3,6,133,0
23,4,1,99,0
23,4,2,53,0
23,4,6,24,0
24,1,1,6720,1340
24,1,2,371,0
24,2,1,12299,2015
24,2,2,2199,0
24,2,3,20,0
24,2,4,210,2
24,2,5,42,0
24,2,6,4,0
24,3,1,7390,1391
24,3,2,2404,18
24,3,3,9,25
24,4,1,218,50
24,4,2,12,10
25,1,1,4789,1171
25,1,2,1,0
25,1,4,982,0
25,1,6,10,0
25,2,1,8094,2285
25,2,2,2885,9
25,2,4,3038,0
25,3,1,6956,1289
25,3,2,3789,16
25,3,3,28,0
25,3,4,187,0
25,3,5,58,0
25,3,6,341,39
25,3,7,24,0
25,4,1,288,0
25,4,2,26,0
25,4,4,27,0
25,4,6,9,0
26,1,1,4014,1424
26,1,2,43,0
26,1,4,56,3
26,1,5,37,0
26,1,6,12,0
26,1,7,48,0
26,2,1,8759,2534
26,2,2,3270,7
26,2,4,288,0
26,2,5,193,0
26,2,6,4,0
26,2,7,4,0
26,3,1,5088,1412
26,3,2,2861,49
26,3,3,19,0
26,3,4,14,0
26,3,5,80,0
26,3,6,21,0
26,4,1,439,12
26,4,2,18,0
26,4,6,40,0
27,1,1,4997,699
27,1,2,90,0
27,1,4,3,0
27,1,6,6,0
27,2,1,9211,1131
27,2,2,1146,0
27,2,4,43,0
27,2,5,49,0
27,2,7,1,0
27,3,1,4999,796
27,3,2,1611,55
27,3,5,80,0
27,4,1,214,0
27,4,6,25,0
28,1,1,5040,1965
28,1,2,791,2
28,1,4,184,140
28,1,6,155,57
28,1,7,10,0
28,2,1,9282,2567
28,2,2,4279,21
28,2,3,29,0
28,2,4,2593,0
28,2,5,94,0
28,2,6,11,0
28,2,7,15,0
28,3,1,7070,1549
28,3,2,3146,11
28,3,3,79,0
28,3,4,16,0
28,3,7,35,0
28,4,1,35,0
28,4,2,36,0
28,4,3,9,0
28,4,6,360,0
29,1,1,2306,740
29,1,2,115,0
29,1,4,7,0
29,1,6,2,0
29,2,1,3964,1134
29,2,2,1117,7
29,2,4,1141,12
29,2,5,34,0
29,2,6,21,0
29,3,1,3428,616
29,3,2,1411,19
29,4,1,206,0
30,1,1,15158,2622
30,1,2,692,6
30,1,4,299,28
30,1,5,10,9
30,1,6,23,0
30,1,7,137,0
30,2,1,34915,3811
30,2,2,6290,36
30,2,3,1,0
30,2,4,1621,0
30,2,5,602,0
30,2,6,1038,0
30,2,7,432,0
30,3,1,19093,2990
30,3,2,3832,193
30,3,3,589,0
30,3,5,3,0
30,3,6,132,0
30,4,1,522,0
30,4,2,97,0
30,4,4,51,0
30,4,5,20,0
30,4,6,9,0
31,1,1,3296,1288
31,1,2,14,13
31,1,4,24,0
31,1,6,300,0
31,2,1,7447,1542
31,2,2,1783,4
31,2,3,46,0
31,2,4,210,0
31,2,5,13,0
31,2,6,129,0
31,3,1,4548,1215
31,3,2,2749,22
31,3,3,308,0
31,3,4,62,0
31,3,5,11,0
31,3,6,117,0
31,4,1,305,0
31,4,2,95,0
31,4,4,10,0
31,4,6,15,0
32,1,1,3882,339
32,1,2,1,0
32,1,4,17,0
32,1,6,1,0
32,2,1,6404,780
32,2,2,724,0
32,2,4,1097,0
32,2,5,60,0
32,2,6,22,0
32,3,1,4627,551
32,3,2,469,18
32,3,4,3,0
32,3,6,16,0
32,3,7,1,0
32,4,1,250,34
32,4,2,7,0
32,4,4,0,7
