7,2,3,260,36,0,0
8,1,3,3265,697,5,0
8,2,3,426,31,0,0
9,1,3,2017,843,16,0
9,2,3,2311,598,0,0
10,1,3,2553,1000,9,0
10,2,3,166,13,1,0
11,1,3,4712,2633,6,0
11,2,3,774,130,0,0
12,1,3,4371,2922,17,0
12,2,3,223,32,0,0
13,1,3,3334,1475,4,0
13,2,3,379,59,0,0
14,1,3,4502,3133,28,0
14,2,3,1260,256,7,0
15,1,3,8237,3686,21,0
15,2,3,2764,526,2,0
16,1,3,1656,720,7,0
16,2,3,621,110,0,0
17,1,3,1067,359,4,0
17,2,3,539,69,0,0
18,1,3,1322,635,16,0
18,2,3,112,13,0,0
19,1,3,2375,1249,5,0
19,2,3,757,70,0,0
20,1,3,3118,1958,7,0
20,2,3,242,44,0,0
21,1,3,5865,2361,12,0
21,2,3,994,252,1,0
22,1,3,1371,435,5,0
22,2,3,404,33,0,0
23,1,3,551,601,0,0
23,2,3,205,16,0,0
24,1,3,3412,1992,3,0
24,2,3,351,94,0,0
25,1,3,2345,1489,7,0
25,2,3,273,17,0,0
26,1,3,2041,725,14,0
26,2,3,374,25,0,0
27,1,3,1766,2014,0,0
27,2,3,180,26,0,0
28,1,3,2195,1108,7,0
28,2,3,588,109,0,0
29,1,3,1004,216,2,0
29,2,3,222,27,0,0
30,1,3,7123,8179,28,0
30,2,3,801,110,1,0
31,1,3,1270,837,4,0
31,2,3,378,37,0,0
32,1,3,2838,858,8,0
32,2,3,106,16,0,0
1,1,4,902,133,0,0
1,2,4,161,19,0,0
2,1,4,1719,244,2,0
2,2,4,603,40,0,0
3,1,4,511,67,0,0
3,2,4,103,20,0,0
4,1,4,947,279,7,0
4,2,4,101,16,0,0
5,1,4,2200,252,3,0
5,2,4,434,56,1,0
6,1,4,576,65,1,0
6,2,4,77,8,0,0
7,1,4,1463,1808,19,0
7,2,4,256,40,0,0
8,1,4,2497,1465,5,0
8,2,4,378,79,0,0
9,1,4,2732,128,16,0
9,2,4,2788,121,0,0
10,1,4,2463,1090,9,0
10,2,4,154,25,1,0
11,1,4,5938,1407,6,0
11,2,4,813,91,0,0
12,1,4,4772,2521,17,0
12,2,4,225,30,0,0
13,1,4,3710,1099,4,0
13,2,4,396,42,0,0
14,1,4,6582,1053,28,0
14,2,4,1384,132,7,0
15,1,4,10659,1264,21,0
15,2,4,3166,124,2,0
16,1,4,1809,567,7,0
16,2,4,654,77,0,0
17,1,4,1249,177,4,0
17,2,4,550,58,0,0
18,1,4,1315,642,16,0
18,2,4,100,25,0,0
19,1,4,3311,313,5,0
19,2,4,758,69,0,0
20,1,4,2822,2254,7,0
20,2,4,266,20,0,0
21,1,4,6220,2006,12,0
21,2,4,1172,74,1,0
22,1,4,1559,247,5,0
22,2,4,394,43,0,0
23,1,4,1010,142,0,0
23,2,4,207,14,0,0
24,1,4,3568,1836,3,0
24,2,4,373,72,0,0
25,1,4,3161,673,7,0
25,2,4,273,17,0,0
26,1,4,2284,482,14,0
26,2,4,353,46,0,0
27,1,4,3029,751,0,0
27,2,4,180,26,0,0
28,1,4,2920,383,7,0
28,2,4,629,68,0,0
29,1,4,1124,96,2,0
29,2,4,224,25,0,0
30,1,4,11053,4249,28,0
30,2,4,749,162,1,0
31,1,4,1738,369,4,0
31,2,4,361,54,0,0
32,1,4,2398,1298,8,0
32,2,4,107,15,0,0
1,1,5,316,445,1,273
1,2,5,92,75,0,13
2,1,5,966,636,2,361
2,2,5,364,214,0,65
3,1,5,194,200,1,183
3,2,5,68,40,0,15
4,1,5,176,468,1,588
4,2,5,66,44,0,7
5,1,5,714,1009,1,731
5,2,5,218,207,0,66
6,1,5,269,204,1,168
6,2,5,48,29,0,8
7,1,5,155,1017,3,2115
7,2,5,138,124,1,33
8,1,5,1181,1200,2,1584
8,2,5,249,135,0,73
9,1,5,812,1981,8,75
9,2,5,880,1706,1,322
10,1,5,599,1000,0,1963
10,2,5,77,86,0,17
11,1,5,1263,2506,7,3575
11,2,5,405,401,0,98
12,1,5,827,2987,7,3489
12,2,5,167,74,1,13
13,1,5,727,1961,3,2122
13,2,5,216,202,0,20
14,1,5,1545,2950,7,3161
14,2,5,494,835,0,194
15,1,5,3716,5180,5,3043
15,2,5,1077,1693,1,521
16,1,5,368,1031,2,982
16,2,5,390,269,1,71
17,1,5,288,711,1,430
17,2,5,209,332,0,67
18,1,5,488,475,0,1010
18,2,5,60,56,0,9
19,1,5,1247,1260,7,1115
19,2,5,328,423,2,74
20,1,5,262,1871,3,2947
20,2,5,136,124,0,26
21,1,5,1338,3257,2,3641
21,2,5,366,673,1,207
22,1,5,434,622,0,755
22,2,5,179,238,3,17
23,1,5,278,427,0,447
23,2,5,125,86,0,10
24,1,5,633,1988,1,2785
24,2,5,157,243,0,45
25,1,5,1085,967,6,1783
25,2,5,183,91,0,16
26,1,5,894,902,2,982
26,2,5,202,153,0,44
27,1,5,482,1454,0,1844
27,2,5,124,66,0,16
28,1,5,866,1137,2,1305
28,2,5,297,296,0,104
29,1,5,287,653,2,280
29,2,5,107,99,0,43
30,1,5,1679,5353,7,8291
30,2,5,374,450,0,88
31,1,5,370,1148,3,590
31,2,5,161,194,0,60
32,1,5,480,1266,6,1952
32,2,5,69,44,0,9
1,1,6,343,418,1,273
1,2,6,107,60,0,13
2,1,6,566,1036,2,361
2,2,6,442,136,0,65
3,1,6,87,307,1,183
3,2,6,79,29,0,15
4,1,6,193,451,1,588
4,2,6,77,33,0,7
5,1,6,425,1298,1,731
5,2,6,212,213,0,66
6,1,6,345,128,1,168
6,2,6,67,10,0,8
7,1,6,480,692,3,2115
7,2,6,187,75,1,33
8,1,6,927,1454,2,1584
8,2,6,268,116,0,73
9,1,6,793,2000,8,75
9,2,6,1262,1324,1,322
10,1,6,414,1185,0,1963
10,2,6,91,72,0,17
11,1,6,718,3051,7,3575
11,2,6,377,429,0,98
12,1,6,1091,2723,7,3489
12,2,6,152,89,1,13
13,1,6,689,1999,3,2122
13,2,6,199,219,0,20
14,1,6,1417,3078,7,3161
14,2,6,751,578,0,194
15,1,6,1701,7195,5,3043
15,2,6,996,1774,1,521
16,1,6,427,972,2,982
16,2,6,395,264,1,71
17,1,6,267,732,1,430
17,2,6,341,200,0,67
18,1,6,341,622,0,1010
18,2,6,96,20,0,9
19,1,6,434,2073,7,1115
19,2,6,446,305,2,74
20,1,6,244,1889,3,2947
20,2,6,166,94,0,26
21,1,6,1573,3022,2,3641
21,2,6,244,795,1,207
22,1,6,513,543,0,755
22,2,6,194,223,3,17
23,1,6,188,517,0,447
23,2,6,118,93,0,10
24,1,6,530,2091,1,2785
24,2,6,189,211,0,45
25,1,6,554,1498,6,1783
25,2,6,189,85,0,16
26,1,6,485,1311,2,982
26,2,6,140,215,0,44
27,1,6,995,941,0,1844
27,2,6,124,66,0,16
28,1,6,1127,876,2,1305
28,2,6,365,228,0,104
29,1,6,415,525,2,280
29,2,6,80,126,0,43
30,1,6,1485,5547,7,8291
30,2,6,431,393,0,88
31,1,6,358,1160,3,590
31,2,6,258,97,0,60
32,1,6,445,1301,6,1952
32,2,6,62,51,0,9
1,1,7,177,584,1,273
1,2,7,108,59,0,13
2,1,7,452,1150,2,361
2,2,7,336,242,0,65
3,1,7,112,283,0,183
3,2,7,59,49,0,15
4,1,7,118,527,0,588
4,2,7,45,65,0,7
5,1,7,470,1253,1,731
5,2,7,214,211,0,66
6,1,7,108,366,0,168
6,2,7,40,37,0,8
7,1,7,118,1054,3,2115
7,2,7,105,157,1,33
8,1,7,462,1920,1,1584
8,2,7,211,173,0,73
9,1,7,1388,1411,2,75
9,2,7,1616,970,1,322
10,1,7,302,1297,0,1963
10,2,7,92,71,0,17
11,1,7,645,3127,4,3575
11,2,7,487,319,0,98
12,1,7,319,3497,5,3489
12,2,7,126,115,1,13
13,1,7,451,2237,3,2122
13,2,7,203,215,0,20
14,1,7,1347,3152,3,3161
14,2,7,767,562,0,194
15,1,7,2212,6684,5,3043
15,2,7,1702,1068,1,521
16,1,7,286,1113,2,982
16,2,7,345,314,1,71
17,1,7,161,839,0,430
17,2,7,245,296,0,67
18,1,7,147,816,0,1010
18,2,7,52,64,0,9
19,1,7,659,1852,3,1115
19,2,7,429,322,2,74
20,1,7,140,1993,3,2947
20,2,7,88,172,0,26
21,1,7,746,3849,2,3641
21,2,7,525,514,1,207
22,1,7,180,876,0,755
22,2,7,261,156,3,17
23,1,7,138,567,0,447
23,2,7,133,78,0,10
24,1,7,471,2150,1,2785
24,2,7,227,173,0,45
25,1,7,276,1780,2,1783
25,2,7,142,132,0,16
26,1,7,217,1581,0,982
26,2,7,137,218,0,44
27,1,7,282,1654,0,1844
27,2,7,103,87,0,16
28,1,7,410,1593,2,1305
28,2,7,276,317,0,104
29,1,7,220,720,2,280
29,2,7,100,106,0,43
30,1,7,987,6046,6,8291
30,2,7,436,388,0,88
31,1,7,361,1158,2,590
31,2,7,224,131,0,60
32,1,7,307,1440,5,1952
32,2,7,77,36,0,9
