20,1,3,2209,94,59,1261,405,43,17,86,141,150,2,0,2,6
20,1,4,26,2,0,16,0,2,0,4,1,1,0,0,0,1
21,1,1,18415,1114,2698,10993,947,694,27,553,1276,560,0,0,1,54
21,1,2,37029,2074,2011,28926,474,428,34,401,2222,759,6,0,10,28
21,1,3,25801,806,1248,17217,65,497,365,1788,2163,2410,2,0,1,22
21,1,4,788,51,3,445,0,50,1,117,83,68,0,0,0,1
22,1,1,6766,449,292,3956,675,213,16,241,719,321,0,0,1,23
22,1,2,11911,652,481,8932,287,166,20,169,902,363,1,0,2,41
22,1,3,8819,278,144,5802,63,139,102,654,873,914,0,0,0,3
22,1,4,488,20,1,271,0,51,0,87,44,43,0,0,0,2
23,1,1,4167,331,186,2503,131,183,7,188,530,169,0,0,0,9
23,1,2,7916,485,231,6041,67,93,16,68,805,160,0,0,0,8
23,1,3,6887,200,93,4693,70,182,89,490,537,651,0,0,0,24
23,1,4,359,18,2,174,0,44,0,69,39,23,0,0,0,2
24,1,1,10844,592,1506,5963,962,388,22,339,1065,257,0,0,1,16
24,1,2,20086,963,1552,14493,746,490,91,265,1393,361,0,0,1,18
24,1,3,15021,363,1102,9973,162,356,210,1017,1055,1128,2,0,0,42
24,1,4,608,37,8,282,0,74,1,118,39,40,0,0,0,27
25,1,1,9374,501,829,5212,912,643,9,450,897,189,1,0,1,43
25,1,2,20512,1163,906,14932,473,731,10,566,1744,347,1,0,0,67
25,1,3,19112,483,298,12321,108,605,231,1958,1793,1878,5,0,0,103
25,1,4,749,43,4,346,0,96,0,156,87,61,0,0,0,1
26,1,1,8100,770,453,4865,319,284,6,304,957,277,0,0,1,22
26,1,2,18779,1205,569,14410,80,330,24,205,1550,523,2,0,1,39
26,1,3,14724,371,267,9240,37,388,210,1601,1403,1576,1,0,0,63
26,1,4,1042,66,3,506,0,119,2,183,107,96,0,0,0,5
27,1,1,8388,381,1046,4296,453,519,10,667,968,193,0,0,2,40
27,1,2,14142,689,1078,10308,195,286,15,226,1280,221,1,0,0,38
27,1,3,11000,386,279,7195,67,135,113,770,1046,1111,0,0,0,42
27,1,4,418,21,0,239,0,44,0,43,45,41,0,0,0,3
28,1,1,13079,907,556,7229,559,897,44,967,1653,739,1,0,1,67
28,1,2,25500,1270,930,17764,197,1065,279,947,2166,1570,1,0,11,32
28,1,3,18814,451,268,11627,11,627,294,3380,1369,2038,0,0,0,66
28,1,4,972,50,6,434,0,126,1,210,111,94,1,0,0,5
29,1,1,4380,383,257,2651,262,235,6,126,500,95,0,0,0,7
29,1,2,8901,560,143,7177,110,175,51,88,606,135,1,0,5,8
29,1,3,8364,274,61,5378,35,193,136,908,714,883,2,0,0,13
29,1,4,376,19,0,206,0,50,0,57,29,26,0,0,0,2
30,1,1,26534,2018,3627,13285,2072,1608,137,1026,2615,437,2,0,1,78
30,1,2,58004,3220,4951,42676,1119,788,343,690,3907,642,1,0,12,111
30,1,3,38282,1461,1568,25051,213,705,476,2780,3136,3733,0,0,0,88
30,1,4,1273,105,7,692,0,141,4,219,113,63,0,0,0,2
31,1,1,7390,664,276,4359,300,367,30,379,967,147,1,0,1,37
31,1,2,14417,879,383,10661,130,280,21,219,1822,186,0,0,3,21
31,1,3,13071,366,158,8786,88,179,183,937,1296,1227,1,0,0,35
31,1,4,824,42,9,416,0,108,0,143,86,51,0,0,0,3
32,1,1,5534,283,919,2929,392,198,11,146,691,76,0,0,0,9
32,1,2,11103,566,997,7851,239,166,204,110,961,133,1,0,6,8
32,1,3,7909,213,789,4830,66,105,92,555,660,688,1,0,0,7
32,1,4,531,35,4,294,0,89,0,87,71,30,0,0,0,1
