15,3,6,38,0
16,1,1,2878,1709
16,1,2,54,0
16,1,3,1060,0
16,2,1,7305,3510
16,2,2,83,0
16,2,3,535,0
16,3,1,1292,1984
16,3,3,173,0
16,3,4,1343,124
16,3,5,1315,0
16,3,6,96,0
17,1,1,2362,1693
17,1,2,57,0
17,1,3,98,0
17,2,1,7665,2432
17,2,2,90,0
17,2,3,47,0
17,3,1,2902,1635
17,3,3,15,0
17,3,4,1601,58
17,3,5,736,26
17,3,6,18,0
18,1,1,2697,454
18,1,2,165,0
18,1,3,312,0
18,2,1,5661,638
18,2,2,404,0
18,2,3,179,0
18,3,1,2247,406
18,3,3,40,0
18,3,4,1924,17
18,3,5,936,0
18,3,6,18,0
19,1,1,7959,3579
19,1,2,6,0
19,1,3,384,0
19,2,1,21940,4733
19,2,2,44,0
19,2,3,90,0
19,3,1,8709,2513
19,3,3,66,0
19,3,4,4447,0
19,3,5,251,0
19,3,6,186,0
20,1,1,311,823
20,1,2,157,0
20,1,3,1005,0
20,2,1,717,1311
20,2,2,377,0
20,2,3,934,0
20,3,1,99,783
20,3,3,407,0
20,3,4,146,63
20,3,5,227,0
21,1,1,8024,3827
21,1,2,1840,0
21,1,3,947,0
21,2,1,23671,4712
21,2,2,2551,0
21,2,3,477,0
21,3,1,5599,2971
21,3,3,65,0
21,3,4,3506,36
21,3,5,6198,0
21,3,6,155,0
22,1,1,2372,1744
22,1,2,132,0
22,1,3,675,0
22,2,1,6663,2480
22,2,2,270,0
22,2,3,287,0
22,3,1,2181,1498
22,3,3,63,0
22,3,4,1177,0
22,3,5,1090,0
23,1,1,1647,867
23,1,2,175,0
23,1,3,131,0
23,2,1,4566,1532
23,2,2,173,0
23,2,3,68,0
23,3,1,1924,785
23,3,3,71,0
23,3,4,1402,11
23,3,5,663,0
24,1,1,5414,1340
24,1,2,715,0
24,1,3,962,0
24,2,1,12963,2017
24,2,2,1065,0
24,2,3,746,0
24,3,1,4141,1413
24,3,3,162,0
24,3,4,2348,9
24,3,5,3152,0
24,3,6,0,12
25,1,1,4816,1171
25,1,2,53,0
25,1,3,913,0
25,2,1,13399,2294
25,2,2,145,0
25,2,3,473,0
25,3,1,6870,1264
25,3,3,108,0
25,3,4,3419,80
25,3,5,964,0
25,3,6,22,0
26,1,1,3508,1427
26,1,2,383,0
26,1,3,319,0
26,2,1,12115,2541
26,2,2,323,0
26,2,3,80,0
26,3,1,3908,1461
26,3,3,37,0
26,3,4,3210,0
26,3,5,913,0
26,3,6,15,0
27,1,1,4311,699
27,1,2,332,0
27,1,3,453,0
27,2,1,9831,1131
27,2,2,424,0
27,2,3,195,0
27,3,1,2678,749
27,3,3,67,0
27,3,4,1914,102
27,3,5,2031,0
28,1,1,5621,2164
28,1,3,559,0
28,2,1,16089,2588
28,2,2,17,0
28,2,3,197,0
28,3,1,6424,1124
28,3,3,11,0
28,3,4,2792,436
28,3,5,1067,0
28,3,6,52,0
29,1,1,2089,740
29,1,2,78,0
29,1,3,263,0
29,2,1,6050,1153
29,2,2,117,0
29,2,3,110,0
29,3,1,2074,614
29,3,3,35,0
29,3,4,1894,15
29,3,5,836,6
30,1,1,12296,2665
30,1,2,1950,0
30,1,3,2073,0
30,2,1,40379,3847
30,2,2,3397,0
30,2,3,1123,0
30,3,1,8252,2800
30,3,3,213,0
30,3,4,4633,376
30,3,5,10139,7
30,3,6,412,0
31,1,1,2527,1301
31,1,2,807,0
31,1,3,300,0
31,2,1,8879,1546
31,2,2,619,0
31,2,3,130,0
31,3,1,4456,1227
31,3,3,88,0
31,3,4,2340,10
31,3,5,734,0
31,3,6,177,0
32,1,1,3506,339
32,1,2,3,0
32,1,3,392,0
32,2,1,8060,780
32,2,2,8,0
32,2,3,239,0
32,3,1,1766,569
32,3,3,66,0
32,3,4,1319,0
32,3,5,1965,0
