22,1,1,1,26072,1325,898,16708,550,962,143,1123,2237,1480,207,746,4,91
22,1,1,2,2814,54,21,1435,472,107,6,290,313,115,12,31,0,5
23,1,1,1,19898,1012,530,12286,255,1021,118,892,1854,929,153,1042,9,77
23,1,1,2,1526,25,12,1128,13,60,1,66,154,56,3,22,2,9
24,1,1,1,46281,1931,4141,27728,1571,2294,376,1966,3238,1645,531,1537,4,218
24,1,1,2,2660,45,48,1672,299,144,11,117,296,91,13,15,0,9
25,1,1,1,50933,2228,1989,29841,1295,4181,273,3261,4283,2317,400,2015,1,244
25,1,1,2,2189,35,38,1241,188,180,17,160,246,80,8,42,0,28
26,1,1,1,43967,2455,1316,27012,372,2355,249,2601,3609,2313,417,1962,4,162
26,1,1,2,1872,35,21,1211,59,105,7,96,217,56,17,66,0,9
27,1,1,1,36960,1550,2349,21406,547,2272,146,1947,3350,1471,413,2226,3,90
27,1,1,2,1378,19,23,796,168,83,1,71,137,51,7,28,0,18
28,1,1,1,63113,2691,1745,35438,710,4777,717,5432,5248,4112,575,4121,18,212
28,1,1,2,1386,46,22,675,56,101,26,249,134,66,3,37,1,18
29,1,1,1,23780,1303,468,14470,407,1437,206,1524,1800,1080,218,1300,8,140
29,1,1,2,701,13,5,428,0,33,1,43,124,26,1,37,2,4
30,1,1,1,129858,6895,10006,77674,2979,7041,1032,5291,9835,4631,1037,5194,11,292
30,1,1,2,3730,48,129,2235,419,174,18,136,352,96,22,157,3,11
31,1,1,1,34555,1948,891,22024,513,1200,245,1851,3809,1504,258,752,4,91
31,1,1,2,3395,46,8,1593,5,174,5,170,353,77,15,989,0,9
32,1,1,1,24109,1090,2563,13730,376,1024,279,1052,2069,808,322,1215,6,82
32,1,1,2,3321,57,130,1907,321,152,29,150,379,95,20,150,0,8
1,2,2,3,1222,0,0,0,0,0,0,0,0,0,0,0,0,1222
1,2,3,3,180,9,3,74,1,34,0,19,9,5,3,28,0,1
1,2,4,3,1487,0,0,0,0,0,0,0,0,0,0,0,0,1487
1,2,5,3,131,0,0,0,0,0,0,0,0,0,0,0,0,131
2,2,2,3,2137,0,0,0,0,0,0,0,0,0,0,0,0,2137
2,2,3,3,1851,116,8,824,0,376,27,164,70,64,18,60,0,170
2,2,4,3,2561,0,0,0,0,0,0,0,0,0,0,0,0,2561
2,2,5,3,668,0,0,0,0,0,0,0,0,0,0,0,0,668
3,2,2,3,477,0,0,0,0,0,0,0,0,0,0,0,0,477
3,2,3,3,279,6,0,117,0,17,1,27,7,3,11,22,0,69
3,2,4,3,804,0,0,0,0,0,0,0,0,0,0,0,0,804
3,2,5,3,183,0,0,0,0,0,0,0,0,0,0,0,0,183
4,2,2,3,861,0,0,0,0,0,0,0,0,0,0,0,0,861
4,2,3,3,958,12,2,276,0,338,2,153,30,25,15,80,0,34
4,2,4,3,1166,0,0,0,0,0,0,0,0,0,0,0,0,1166
4,2,5,3,126,0,0,0,0,0,0,0,0,0,0,0,0,126
5,2,2,3,1123,0,0,0,0,0,0,0,0,0,0,0,0,1123
5,2,3,3,1165,51,4,425,0,216,14,124,49,21,19,174,0,96
5,2,4,3,3597,0,0,0,0,0,0,0,0,0,0,0,0,3597
5,2,5,3,358,0,0,0,0,0,0,0,0,0,0,0,0,358
6,2,2,3,1343,0,0,0,0,0,0,0,0,0,0,0,0,1343
6,2,3,3,302,6,1,115,0,44,2,22,10,6,1,23,0,72
6,2,4,3,1177,0,0,0,0,0,0,0,0,0,0,0,0,1177
6,2,5,3,1087,0,0,0,0,0,0,0,0,0,0,0,0,1087
7,2,2,3,1638,0,0,0,0,0,0,0,0,0,0,0,0,1638
7,2,3,3,585,14,5,205,0,74,2,54,11,28,40,70,0,86
7,2,4,3,2082,0,0,0,0,0,0,0,0,0,0,0,0,2082
7,2,5,3,3651,0,0,0,0,0,0,0,0,0,0,0,0,3651
8,2,2,3,2747,0,0,0,0,0,0,0,0,0,0,0,0,2747
8,2,3,3,802,49,9,280,0,127,20,79,37,28,26,105,0,51
8,2,4,3,5298,0,0,0,0,0,0,0,0,0,0,0,0,5298
8,2,5,3,723,0,0,0,0,0,0,0,0,0,0,0,0,723
9,2,2,3,13393,0,0,0,0,0,0,0,0,0,0,0,0,13393
9,2,3,3,1661,53,2,389,0,204,6,85,77,67,58,560,0,168
9,2,4,3,12613,0,0,0,0,0,0,0,0,0,0,0,0,12613
9,2,5,3,6338,0,0,0,0,0,0,0,0,0,0,0,0,6338
10,2,2,3,3374,0,0,0,0,0,0,0,0,0,0,0,0,3374
10,2,3,3,657,30,8,213,0,117,2,63,47,16,17,87,0,70
10,2,4,3,1822,0,0,0,0,0,0,0,0,0,0,0,0,1822
10,2,5,3,611,0,0,0,0,0,0,0,0,0,0,0,0,611
11,2,2,3,1268,0,0,0,0,0,0,0,0,0,0,0,0,1268
11,2,3,3,1575,127,30,718,0,213,15,91,92,51,62,65,0,137
11,2,4,3,2989,0,0,0,0,0,0,0,0,0,0,0,0,2989
11,2,5,3,364,0,0,0,0,0,0,0,0,0,0,0,0,364
12,2,2,3,8915,0,0,0,0,0,0,0,0,0,0,0,0,8915
12,2,3,3,929,45,17,293,0,190,10,72,18,52,50,84,1,112
12,2,4,3,4612,0,0,0,0,0,0,0,0,0,0,0,0,4612
12,2,5,3,2804,0,0,0,0,0,0,0,0,0,0,0,0,2804
13,2,2,3,3334,0,0,0,0,0,0,0,0,0,0,0,0,3334
13,2,3,3,574,27,16,135,0,100,4,30,30,33,41,144,2,15
13,2,4,3,2412,0,0,0,0,0,0,0,0,0,0,0,0,2412
13,2,5,3,708,0,0,0,0,0,0,0,0,0,0,0,0,708
14,2,2,3,4412,0,0,0,0,0,0,0,0,0,0,0,0,4412
14,2,3,3,2784,120,22,988,1,573,17,226,94,132,79,165,2,410
14,2,4,3,6879,0,0,0,0,0,0,0,0,0,0,0,0,6879
14,2,5,3,1709,0,0,0,0,0,0,0,0,0,0,0,0,1709
15,2,2,3,9278,0,0,0,0,0,0,0,0,0,0,0,0,9278
15,2,3,3,2610,184,31,1006,0,717,75,301,34,70,132,127,0,82
15,2,4,3,15412,0,0,0,0,0,0,0,0,0,0,0,0,15412
15,2,5,3,1856,0,0,0,0,0,0,0,0,0,0,0,0,1856
16,2,2,3,2093,0,0,0,0,0,0,0,0,0,0,0,0,2093
16,2,3,3,413,9,2,107,0,74,2,16,12,7,16,117,0,55
16,2,4,3,2668,0,0,0,0,0,0,0,0,0,0,0,0,2668
16,2,5,3,1778,0,0,0,0,0,0,0,0,0,0,0,0,1778
17,2,2,3,2011,0,0,0,0,0,0,0,0,0,0,0,0,2011
17,2,3,3,376,16,8,143,0,53,12,51,21,7,14,27,0,31
17,2,4,3,3341,0,0,0,0,0,0,0,0,0,0,0,0,3341
17,2,5,3,493,0,0,0,0,0,0,0,0,0,0,0,0,493
18,2,2,3,2932,0,0,0,0,0,0,0,0,0,0,0,0,2932
18,2,3,3,335,20,7,153,0,58,4,22,13,15,10,10,0,30
18,2,4,3,1057,0,0,0,0,0,0,0,0,0,0,0,0,1057
18,2,5,3,613,0,0,0,0,0,0,0,0,0,0,0,0,613
19,2,2,3,2604,0,0,0,0,0,0,0,0,0,0,0,0,2604
19,2,3,3,988,55,2,260,0,193,9,63,23,34,68,15,5,273
19,2,4,3,2627,0,0,0,0,0,0,0,0,0,0,0,0,2627
19,2,5,3,863,0,0,0,0,0,0,0,0,0,0,0,0,863
20,2,2,3,398,0,0,0,0,0,0,0,0,0,0,0,0,398
20,2,3,3,238,11,51,134,0,4,0,8,6,3,2,3,0,20
20,2,4,3,900,0,0,0,0,0,0,0,0,0,0,0,0,900
20,2,5,3,1382,0,0,0,0,0,0,0,0,0,0,0,0,1382
21,2,2,3,6376,0,0,0,0,0,0,0,0,0,0,0,0,6376
21,2,3,3,1004,34,18,342,0,157,11,158,50,39,34,83,0,82
21,2,4,3,4135,0,0,0,0,0,0,0,0,0,0,0,0,4135
21,2,5,3,905,0,0,0,0,0,0,0,0,0,0,0,0,905
22,2,2,3,5361,0,0,0,0,0,0,0,0,0,0,0,0,5361
22,2,3,3,316,8,5,172,0,39,2,43,12,5,11,13,0,9
22,2,4,3,2772,0,0,0,0,0,0,0,0,0,0,0,0,2772
22,2,5,3,854,0,0,0,0,0,0,0,0,0,0,0,0,854
23,2,2,3,917,0,0,0,0,0,0,0,0,0,0,0,0,917
23,2,3,3,165,2,3,95,2,30,0,9,6,7,3,2,0,8
23,2,4,3,1137,0,0,0,0,0,0,0,0,0,0,0,0,1137
23,2,5,3,156,0,0,0,0,0,0,0,0,0,0,0,0,156
24,2,2,3,4977,0,0,0,0,0,0,0,0,0,0,0,0,4977
24,2,3,3,591,21,17,231,0,123,5,63,26,17,35,50,1,10
24,2,4,3,4338,0,0,0,0,0,0,0,0,0,0,0,0,4338
24,2,5,3,1400,0,0,0,0,0,0,0,0,0,0,0,0,1400
25,2,2,3,4689,0,0,0,0,0,0,0,0,0,0,0,0,4689
25,2,3,3,1428,52,7,545,1,181,19,74,43,58,35,258,7,157
25,2,4,3,3350,0,0,0,0,0,0,0,0,0,0,0,0,3350
25,2,5,3,2561,0,0,0,0,0,0,0,0,0,0,0,0,2561
26,2,2,3,1052,0,0,0,0,0,0,0,0,0,0,0,0,1052
26,2,3,3,1233,73,6,531,1,177,23,84,54,58,36,62,0,142
26,2,4,3,1985,0,0,0,0,0,0,0,0,0,0,0,0,1985
26,2,5,3,223,0,0,0,0,0,0,0,0,0,0,0,0,223
27,2,2,3,2827,0,0,0,0,0,0,0,0,0,0,0,0,2827
27,2,3,3,559,28,11,249,0,53,4,51,28,22,16,30,0,80
27,2,4,3,2729,0,0,0,0,0,0,0,0,0,0,0,0,2729
27,2,5,3,1446,0,0,0,0,0,0,0,0,0,0,0,0,1446
28,2,2,3,3337,0,0,0,0,0,0,0,0,0,0,0,0,3337
28,2,3,3,1124,28,3,457,0,137,8,124,57,42,16,126,0,143
28,2,4,3,3527,0,0,0,0,0,0,0,0,0,0,0,0,3527
28,2,5,3,935,0,0,0,0,0,0,0,0,0,0,0,0,935
29,2,2,3,3158,0,0,0,0,0,0,0,0,0,0,0,0,3158
29,2,3,3,161,10,1,65,0,41,0,16,3,9,10,15,1,4
29,2,4,3,771,0,0,0,0,0,0,0,0,0,0,0,0,771
29,2,5,3,433,0,0,0,0,0,0,0,0,0,0,0,0,433
30,2,2,3,8144,0,0,0,0,0,0,0,0,0,0,0,0,8144
30,2,3,3,1065,48,47,409,0,189,8,86,55,67,36,95,0,55
30,2,4,3,8360,0,0,0,0,0,0,0,0,0,0,0,0,8360
30,2,5,3,2126,0,0,0,0,0,0,0,0,0,0,0,0,2126
31,2,2,3,3427,0,0,0,0,0,0,0,0,0,0,0,0,3427
31,2,3,3,2721,92,4,1366,0,376,14,403,25,50,111,161,1,127
31,2,4,3,4096,0,0,0,0,0,0,0,0,0,0,0,0,4096
31,2,5,3,870,0,0,0,0,0,0,0,0,0,0,0,0,870
32,2,2,3,3434,0,0,0,0,0,0,0,0,0,0,0,0,3434
32,2,3,3,1066,28,8,513,0,194,6,87,30,11,39,134,1,68
32,2,4,3,2294,0,0,0,0,0,0,0,0,0,0,0,0,2294
32,2,5,3,867,0,0,0,0,0,0,0,0,0,0,0,0,867
