10,2,447,419,28,0,0,1.06
10,9,1699,1661,36,2,0,1.02
10,10,1053,0,844,148,61,2.28
11,5,12231,11364,662,83,122,1.11
11,6,26049,20700,5109,166,74,1.22
11,7,13968,10289,3212,384,83,1.30
11,8,386,360,26,0,0,1.07
11,2,575,449,125,1,0,1.22
11,9,2615,2586,29,0,0,1.01
11,10,2375,0,1690,442,243,2.45
12,5,10610,10401,193,16,0,1.02
12,6,22844,21224,1601,19,0,1.07
12,7,11485,10018,1429,37,1,1.13
12,8,342,341,1,0,0,1.00
12,2,903,816,87,0,0,1.10
12,9,3156,3125,31,0,0,1.01
12,10,1490,0,1235,213,42,2.20
13,5,5887,5785,76,15,11,1.02
13,6,17044,16318,702,22,2,1.04
13,7,8681,7393,1272,16,0,1.15
13,8,222,219,3,0,0,1.01
13,2,242,218,24,0,0,1.10
13,9,2365,2311,54,0,0,1.02
13,10,1152,0,878,211,63,2.32
14,5,16440,13983,2312,96,49,1.16
14,6,28492,18762,9649,78,3,1.34
14,7,19355,12148,6012,897,298,1.45
14,8,1058,910,148,0,0,1.14
14,2,829,619,209,1,0,1.25
14,9,3521,3406,111,4,0,1.03
14,10,4314,0,3168,842,304,2.36
15,5,29289,28131,1074,54,30,1.04
15,6,65543,54273,11158,83,29,1.17
15,7,41310,32296,8468,502,44,1.23
15,8,1262,1208,54,0,0,1.04
15,2,1400,1200,198,2,0,1.14
15,9,6869,6543,298,25,3,1.05
15,10,7172,0,5427,1059,686,2.40
16,5,4911,4668,222,21,0,1.05
16,6,10043,8709,1318,14,2,1.13
16,7,6074,5898,169,7,0,1.03
16,8,224,218,6,0,0,1.03
16,2,337,322,15,0,0,1.04
16,9,1318,1295,23,0,0,1.02
16,10,687,0,567,95,25,2.22
17,5,3841,3583,232,18,8,1.08
17,6,8015,6459,1516,38,2,1.20
17,7,5709,4397,1246,66,0,1.24
17,8,176,172,4,0,0,1.02
17,2,376,302,74,0,0,1.20
17,9,830,760,68,2,0,1.09
17,10,1466,0,986,281,199,2.54
18,5,2775,2560,97,35,83,1.18
18,6,5961,5439,455,54,13,1.10
18,7,4654,3896,688,60,10,1.18
18,8,147,143,4,0,0,1.03
18,2,247,225,22,0,0,1.09
18,9,897,865,32,0,0,1.04
18,10,822,0,605,130,87,2.45
19,5,12070,11347,667,31,25,1.07
19,6,22129,17225,4847,54,3,1.22
19,7,13056,10240,2608,200,8,1.23
19,8,738,713,25,0,0,1.03
19,2,1502,1274,228,0,0,1.15
19,9,1291,1212,77,2,0,1.06
19,10,3310,0,2866,396,48,2.15
20,5,1444,1441,3,0,0,1.00
20,6,2402,2398,4,0,0,1.00
20,7,1275,1267,8,0,0,1.01
20,8,20,20,0,0,0,1.00
20,2,19,19,0,0,0,1.00
20,9,959,887,57,15,0,1.09
20,10,216,0,181,34,1,2.17
21,5,13659,13260,284,62,53,1.04
21,6,29637,28199,1417,20,1,1.05
21,7,17210,16177,967,59,7,1.06
21,8,509,503,6,0,0,1.01
21,2,927,889,38,0,0,1.04
21,9,2797,2697,99,1,0,1.04
21,10,2512,0,2026,381,105,2.24
22,5,4090,3717,346,22,5,1.10
22,6,7584,5721,1809,44,10,1.25
22,7,4825,3710,971,123,21,1.27
22,8,229,185,44,0,0,1.19
22,2,162,132,30,0,0,1.19
22,9,363,355,8,0,0,1.02
22,10,754,0,586,108,60,2.34
23,5,2652,2547,71,16,18,1.06
23,6,5159,4052,1105,2,0,1.21
23,7,3428,2368,820,190,50,1.39
23,8,178,173,5,0,0,1.03
23,2,186,160,26,0,0,1.14
23,9,812,804,8,0,0,1.01
23,10,685,0,501,127,57,2.40
24,5,7261,6980,188,70,23,1.06
24,6,15150,14339,752,46,13,1.06
24,7,9073,7431,1408,201,33,1.21
24,8,363,363,0,0,0,1.00
24,2,394,382,12,0,0,1.03
24,9,1284,1246,33,5,0,1.03
24,10,1429,0,1000,300,129,2.42
25,5,6195,6057,122,13,3,1.03
25,6,13553,11370,2100,69,14,1.17
25,7,9342,6613,2329,343,57,1.34
25,8,406,399,7,0,0,1.02
25,2,710,650,60,0,0,1.08
25,9,1842,1807,34,1,0,1.02
25,10,2087,0,1619,374,94,2.28
26,5,5651,5562,73,16,0,1.02
26,6,12480,9935,2535,9,1,1.20
26,7,7242,4793,2228,179,42,1.37
26,8,501,487,12,1,1,1.03
26,2,1024,810,211,3,0,1.21
26,9,742,705,28,8,1,1.06
26,10,1609,0,1176,326,107,2.35
27,5,5573,5376,142,24,31,1.05
27,6,10948,10551,383,13,1,1.04
27,7,6027,4703,1196,115,13,1.24
27,8,259,259,0,0,0,1.00
27,2,1109,1087,22,0,0,1.02
27,9,716,707,9,0,0,1.01
27,10,1049,0,815,176,58,2.30
28,5,7199,6368,739,59,33,1.14
28,6,15202,11689,3435,70,8,1.24
28,7,9766,7530,2088,137,11,1.25
28,8,485,467,18,0,0,1.04
28,2,602,517,85,0,0,1.14
28,9,2217,2147,70,0,0,1.03
28,10,2634,0,2058,454,122,2.28
29,5,3024,2887,117,19,1,1.05
29,6,7142,6787,343,11,1,1.05
29,7,4802,4063,711,27,1,1.16
29,8,252,252,0,0,0,1.00
29,2,430,420,10,0,0,1.02
29,9,839,827,12,0,0,1.01
29,10,607,0,515,83,9,2.17
30,5,18261,17552,665,41,3,1.04
30,6,42122,35953,6082,79,8,1.15
30,7,23918,20563,3115,220,20,1.15
30,8,724,682,42,0,0,1.06
30,2,1072,963,108,1,0,1.10
30,9,3578,3441,137,0,0,1.04
30,10,3775,0,3141,496,138,2.21
31,5,5037,4884,106,35,12,1.04
31,6,10659,10266,377,15,1,1.04
31,7,6213,4189,1613,345,66,1.40
31,8,481,458,23,0,0,1.05
31,2,493,474,19,0,0,1.04
31,9,898,858,39,1,0,1.05
31,10,1281,0,927,261,93,2.37
32,5,4086,4040,45,1,0,1.01
32,6,8861,8538,318,5,0,1.04
32,7,5086,4495,551,36,4,1.12
32,8,372,369,3,0,0,1.01
32,2,507,497,10,0,0,1.02
32,9,435,431,3,1,0,1.01
32,10,418,0,367,45,6,2.14
